siteID,lakeID,site,lat,long,UTM,updateID,siteID,sampleID,dayOfYear,dateSet,dateSample,dateTimeSet,dateTimeSample,crew,gear,sampleGroup,effort,effortUnits,useEffort,weather,comments,metadataID,updateID,sampleID,trailerCountID,boatCountID,time,projectID,boatCountID,boatID,boatNum,vesselType,passengerCount,fishing,residentRover,notes,enteredBy,updateID
JS_WholeShoreline,JS,WholeShoreline,45.8997418,-89.7206242,,,JS_WholeShoreline,JS_WholeShoreline_20180526_1330_CR_fishscapesCreel.Instantaneous.20180910,146,5/26/2018,5/26/2018,5/26/2018 6:00,5/26/2018 13:30,"CMI, AS",CR,fishScapes_2018_creel,7.5,creelHours,67,,,fishscapesCreel.Instantaneous.20180910,,JS_WholeShoreline_20180526_1330_CR_fishscapesCreel.Instantaneous.20180910,,JS_WholeShoreline_20180526_0801_CR_fishscapesCreel.Instantaneous.20180910,8:01,36,JS_WholeShoreline_20180526_0801_CR_fishscapesCreel.Instantaneous.20180910,JS_WholeShoreline_20180526_0801_CR_fishscapesCreel.Instantaneous.20180910_3,3,paddleboard,1,,rover,"In blind spot but not returned, presumed to be on lake",CMI,
JS_WholeShoreline,JS,WholeShoreline,45.8997418,-89.7206242,,,JS_WholeShoreline,JS_WholeShoreline_20180526_1330_CR_fishscapesCreel.Instantaneous.20180910,146,5/26/2018,5/26/2018,5/26/2018 6:00,5/26/2018 13:30,"CMI, AS",CR,fishScapes_2018_creel,7.5,creelHours,68,,,fishscapesCreel.Instantaneous.20180910,,JS_WholeShoreline_20180526_1330_CR_fishscapesCreel.Instantaneous.20180910,,JS_WholeShoreline_20180526_0801_CR_fishscapesCreel.Instantaneous.20180910,8:01,36,JS_WholeShoreline_20180526_0801_CR_fishscapesCreel.Instantaneous.20180910,JS_WholeShoreline_20180526_0801_CR_fishscapesCreel.Instantaneous.20180910_4,4,kayak,1,,rover,"In blind spot but not returned, presumed to be on lake",CMI,
JS_WholeShoreline,JS,WholeShoreline,45.8997418,-89.7206242,,,JS_WholeShoreline,JS_WholeShoreline_20180526_1330_CR_fishscapesCreel.Instantaneous.20180910,146,5/26/2018,5/26/2018,5/26/2018 6:00,5/26/2018 13:30,"CMI, AS",CR,fishScapes_2018_creel,7.5,creelHours,69,,,fishscapesCreel.Instantaneous.20180910,,JS_WholeShoreline_20180526_1330_CR_fishscapesCreel.Instantaneous.20180910,,JS_WholeShoreline_20180526_1135_CR_fishscapesCreel.Instantaneous.20180910,11:35,36,JS_WholeShoreline_20180526_1135_CR_fishscapesCreel.Instantaneous.20180910,JS_WholeShoreline_20180526_1135_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,2,1,rover,From launch.  Cannot see from vantage point.,CMI,
LH_WholeShoreline,LH,WholeShoreline,45.9839078,-89.2447399,,,LH_WholeShoreline,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,147,5/27/2018,5/27/2018,5/27/2018 5:45,5/27/2018 13:30,"CMI, AS",CR,fishScapes_2018_creel,7.75,creelHours,70,,,fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_0558_CR_fishscapesCreel.Instantaneous.20180910,5:58,36,LH_WholeShoreline_20180527_0558_CR_fishscapesCreel.Instantaneous.20180910,LH_WholeShoreline_20180527_0558_CR_fishscapesCreel.Instantaneous.20180910_1,1,none,,,,,CMI,
LH_WholeShoreline,LH,WholeShoreline,45.9839078,-89.2447399,,,LH_WholeShoreline,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,147,5/27/2018,5/27/2018,5/27/2018 5:45,5/27/2018 13:30,"CMI, AS",CR,fishScapes_2018_creel,7.75,creelHours,71,,,fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_0848_CR_fishscapesCreel.Instantaneous.20180910,8:48,36,LH_WholeShoreline_20180527_0848_CR_fishscapesCreel.Instantaneous.20180910,LH_WholeShoreline_20180527_0848_CR_fishscapesCreel.Instantaneous.20180910_1,1,rowboat,2,1,resident,"Saw leave from dock.  1 adult, 1 child.",CMI,
LH_WholeShoreline,LH,WholeShoreline,45.9839078,-89.2447399,,,LH_WholeShoreline,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,147,5/27/2018,5/27/2018,5/27/2018 5:45,5/27/2018 13:30,"CMI, AS",CR,fishScapes_2018_creel,7.75,creelHours,72,,,fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_0848_CR_fishscapesCreel.Instantaneous.20180910,8:48,36,LH_WholeShoreline_20180527_0848_CR_fishscapesCreel.Instantaneous.20180910,LH_WholeShoreline_20180527_0848_CR_fishscapesCreel.Instantaneous.20180910_2,2,kayak,1,0,resident,Saw leave from dock.,CMI,
LH_WholeShoreline,LH,WholeShoreline,45.9839078,-89.2447399,,,LH_WholeShoreline,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,147,5/27/2018,5/27/2018,5/27/2018 5:45,5/27/2018 13:30,"CMI, AS",CR,fishScapes_2018_creel,7.75,creelHours,73,,,fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_1330_CR_fishscapesCreel.Instantaneous.20180910,,LH_WholeShoreline_20180527_1138_CR_fishscapesCreel.Instantaneous.20180910,11:38,36,LH_WholeShoreline_20180527_1138_CR_fishscapesCreel.Instantaneous.20180910,LH_WholeShoreline_20180527_1138_CR_fishscapesCreel.Instantaneous.20180910_1,1,canoe,2,1,rover,,CMI,
CA_BoatLaunch,CA,BoatLaunch,45.9979203,-89.7332605,,,CA_BoatLaunch,CA_BoatLaunch_20180528_2130_CR_fishscapesCreel.Instantaneous.20180910,148,5/28/2018,5/28/2018,5/28/2018 13:30,5/28/2018 21:30,"CMI, AS",CR,fishScapes_2018_creel,8,creelHours,74,,,fishscapesCreel.Instantaneous.20180910,,CA_BoatLaunch_20180528_2130_CR_fishscapesCreel.Instantaneous.20180910,,CA_BoatLaunch_20180528_1600_CR_fishscapesCreel.Instantaneous.20180910,16:00,36,CA_BoatLaunch_20180528_1600_CR_fishscapesCreel.Instantaneous.20180910,CA_BoatLaunch_20180528_1600_CR_fishscapesCreel.Instantaneous.20180910_1,1,electric_motor,2,1,rover,"Not visible from shore point, but known to be fishing.",CMI,
CA_BoatLaunch,CA,BoatLaunch,45.9979203,-89.7332605,,,CA_BoatLaunch,CA_BoatLaunch_20180528_2130_CR_fishscapesCreel.Instantaneous.20180910,148,5/28/2018,5/28/2018,5/28/2018 13:30,5/28/2018 21:30,"CMI, AS",CR,fishScapes_2018_creel,8,creelHours,75,,,fishscapesCreel.Instantaneous.20180910,,CA_BoatLaunch_20180528_2130_CR_fishscapesCreel.Instantaneous.20180910,,CA_BoatLaunch_20180528_1645_CR_fishscapesCreel.Instantaneous.20180910,16:45,36,CA_BoatLaunch_20180528_1645_CR_fishscapesCreel.Instantaneous.20180910,CA_BoatLaunch_20180528_1645_CR_fishscapesCreel.Instantaneous.20180910_1,1,electric_motor,2,1,rover,"Not visible from shore point, but known to be fishing.",CMI,
CA_BoatLaunch,CA,BoatLaunch,45.9979203,-89.7332605,,,CA_BoatLaunch,CA_BoatLaunch_20180528_2130_CR_fishscapesCreel.Instantaneous.20180910,148,5/28/2018,5/28/2018,5/28/2018 13:30,5/28/2018 21:30,"CMI, AS",CR,fishScapes_2018_creel,8,creelHours,76,,,fishscapesCreel.Instantaneous.20180910,,CA_BoatLaunch_20180528_2130_CR_fishscapesCreel.Instantaneous.20180910,,CA_BoatLaunch_20180528_1955_CR_fishscapesCreel.Instantaneous.20180910,19:55,36,CA_BoatLaunch_20180528_1955_CR_fishscapesCreel.Instantaneous.20180910,CA_BoatLaunch_20180528_1955_CR_fishscapesCreel.Instantaneous.20180910_1,1,none,,,,,CMI,
LC_WholeShoreline,LC,WholeShoreline,46.1508532,-89.6951094,,,LC_WholeShoreline,LC_WholeShoreline_20180529_2130_CR_fishscapesCreel.Instantaneous.20180910,149,5/29/2018,5/29/2018,5/29/2018 13:15,5/29/2018 21:30,"CMI, AS",CR,fishScapes_2018_creel,8.25,creelHours,77,,,fishscapesCreel.Instantaneous.20180910,,LC_WholeShoreline_20180529_2130_CR_fishscapesCreel.Instantaneous.20180910,,LC_WholeShoreline_20180529_1505_CR_fishscapesCreel.Instantaneous.20180910,15:05,36,LC_WholeShoreline_20180529_1505_CR_fishscapesCreel.Instantaneous.20180910,LC_WholeShoreline_20180529_1505_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,3,1,rover,Known to be on lake.,CMI,
LC_WholeShoreline,LC,WholeShoreline,46.1508532,-89.6951094,,,LC_WholeShoreline,LC_WholeShoreline_20180529_2130_CR_fishscapesCreel.Instantaneous.20180910,149,5/29/2018,5/29/2018,5/29/2018 13:15,5/29/2018 21:30,"CMI, AS",CR,fishScapes_2018_creel,8.25,creelHours,78,,,fishscapesCreel.Instantaneous.20180910,,LC_WholeShoreline_20180529_2130_CR_fishscapesCreel.Instantaneous.20180910,,LC_WholeShoreline_20180529_1619_CR_fishscapesCreel.Instantaneous.20180910,16:19,36,LC_WholeShoreline_20180529_1619_CR_fishscapesCreel.Instantaneous.20180910,LC_WholeShoreline_20180529_1619_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,2,1,rover,,CMI,
LC_WholeShoreline,LC,WholeShoreline,46.1508532,-89.6951094,,,LC_WholeShoreline,LC_WholeShoreline_20180529_2130_CR_fishscapesCreel.Instantaneous.20180910,149,5/29/2018,5/29/2018,5/29/2018 13:15,5/29/2018 21:30,"CMI, AS",CR,fishScapes_2018_creel,8.25,creelHours,79,,,fishscapesCreel.Instantaneous.20180910,,LC_WholeShoreline_20180529_2130_CR_fishscapesCreel.Instantaneous.20180910,,LC_WholeShoreline_20180529_1830_CR_fishscapesCreel.Instantaneous.20180910,18:30,36,LC_WholeShoreline_20180529_1830_CR_fishscapesCreel.Instantaneous.20180910,LC_WholeShoreline_20180529_1830_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,2,1,rover,Known to be on lake.,CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,80,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_0558_CR_fishscapesCreel.Instantaneous.20180910,5:58,36,WC_WholeShoreline_20180602_0558_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_0558_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,2,1,rover,"1 man, 1 woman, 1 dog.  From ramp.",CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,81,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_0558_CR_fishscapesCreel.Instantaneous.20180910,5:58,36,WC_WholeShoreline_20180602_0558_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_0558_CR_fishscapesCreel.Instantaneous.20180910_2,2,gas_motor,1,1,rover,"Empty trailer at launch, not visible from shore vantage point.",CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,82,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910,7:19,36,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,1,,,Appears to be trolling.,CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,83,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910,7:19,36,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910_2,2,gas_motor,2,1,rover,Known to be on lake.,CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,84,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910,7:19,36,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_0719_CR_fishscapesCreel.Instantaneous.20180910_3,3,gas_motor,1,,rover,Known to be on lake.,CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,85,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,11:21,36,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,2,0,rover,"From launch, getting started.",CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,86,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,11:21,36,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910_2,2,gas_motor,3,0,rover,"From launch, getting started, may also have 1 child.",CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,87,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,11:21,36,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910_3,3,gas_motor,1,1,rover,From launch.,CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,88,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,11:21,36,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910_4,4,gas_motor,3,0,rover,Working pontoon; known to be on lake but not visible.,CMI,
WC_WholeShoreline,WC,WholeShoreline,46.1729139,-89.6169457,,,WC_WholeShoreline,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,153,6/2/2018,6/2/2018,6/2/2018 5:26,6/2/2018 13:30,"CMI, JB",CR,fishScapes_2018_creel,8.07,creelHours,89,,,fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1330_CR_fishscapesCreel.Instantaneous.20180910,,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,11:21,36,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910,WC_WholeShoreline_20180602_1121_CR_fishscapesCreel.Instantaneous.20180910_5,5,gas_motor,2,0,rover,In launch.,CMI,
WS_WholeShoreline,WS,WholeShoreline,45.9748566,-90.002212,,,WS_WholeShoreline,WS_WholeShoreline_20180608_1330_CR_fishscapesCreel.Instantaneous.20180910,159,6/8/2018,6/8/2018,6/8/2018 5:49,6/8/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.68,creelHours,90,,,fishscapesCreel.Instantaneous.20180910,,WS_WholeShoreline_20180608_1330_CR_fishscapesCreel.Instantaneous.20180910,,WS_WholeShoreline_20180608_0636_CR_fishscapesCreel.Instantaneous.20180910,6:36,36,WS_WholeShoreline_20180608_0636_CR_fishscapesCreel.Instantaneous.20180910,WS_WholeShoreline_20180608_0636_CR_fishscapesCreel.Instantaneous.20180910_1,1,none,,,,,CMI,
WS_WholeShoreline,WS,WholeShoreline,45.9748566,-90.002212,,,WS_WholeShoreline,WS_WholeShoreline_20180608_1330_CR_fishscapesCreel.Instantaneous.20180910,159,6/8/2018,6/8/2018,6/8/2018 5:49,6/8/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.68,creelHours,91,,,fishscapesCreel.Instantaneous.20180910,,WS_WholeShoreline_20180608_1330_CR_fishscapesCreel.Instantaneous.20180910,,WS_WholeShoreline_20180608_0801_CR_fishscapesCreel.Instantaneous.20180910,8:01,36,WS_WholeShoreline_20180608_0801_CR_fishscapesCreel.Instantaneous.20180910,WS_WholeShoreline_20180608_0801_CR_fishscapesCreel.Instantaneous.20180910_1,1,none,,,,,CMI,
WS_WholeShoreline,WS,WholeShoreline,45.9748566,-90.002212,,,WS_WholeShoreline,WS_WholeShoreline_20180608_1330_CR_fishscapesCreel.Instantaneous.20180910,159,6/8/2018,6/8/2018,6/8/2018 5:49,6/8/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.68,creelHours,92,,,fishscapesCreel.Instantaneous.20180910,,WS_WholeShoreline_20180608_1330_CR_fishscapesCreel.Instantaneous.20180910,,WS_WholeShoreline_20180608_0844_CR_fishscapesCreel.Instantaneous.20180910,8:44,36,WS_WholeShoreline_20180608_0844_CR_fishscapesCreel.Instantaneous.20180910,WS_WholeShoreline_20180608_0844_CR_fishscapesCreel.Instantaneous.20180910_1,1,none,,,,,CMI,
AR_WholeShoreline,AR,WholeShoreline,45.9063386,-89.6902355,,,AR_WholeShoreline,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,160,6/9/2018,6/9/2018,6/9/2018 5:38,6/9/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.87,creelHours,93,,,fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_0832_CR_fishscapesCreel.Instantaneous.20180910,8:32,36,AR_WholeShoreline_20180609_0832_CR_fishscapesCreel.Instantaneous.20180910,AR_WholeShoreline_20180609_0832_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,3,0,resident,"Not from launch, assumed resident.  Pontoon.",CMI,
AR_WholeShoreline,AR,WholeShoreline,45.9063386,-89.6902355,,,AR_WholeShoreline,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,160,6/9/2018,6/9/2018,6/9/2018 5:38,6/9/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.87,creelHours,94,,,fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_0832_CR_fishscapesCreel.Instantaneous.20180910,8:32,36,AR_WholeShoreline_20180609_0832_CR_fishscapesCreel.Instantaneous.20180910,AR_WholeShoreline_20180609_0832_CR_fishscapesCreel.Instantaneous.20180910_2,2,gas_motor,2,1,rover,"From launch.  Not visible during count due to shortened trip (boat leaking), but known to be on lake.",CMI,
AR_WholeShoreline,AR,WholeShoreline,45.9063386,-89.6902355,,,AR_WholeShoreline,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,160,6/9/2018,6/9/2018,6/9/2018 5:38,6/9/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.87,creelHours,95,,,fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_0956_CR_fishscapesCreel.Instantaneous.20180910,9:56,36,AR_WholeShoreline_20180609_0956_CR_fishscapesCreel.Instantaneous.20180910,AR_WholeShoreline_20180609_0956_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,1,,resident,Saw leaving from dock earlier.,CMI,
AR_WholeShoreline,AR,WholeShoreline,45.9063386,-89.6902355,,,AR_WholeShoreline,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,160,6/9/2018,6/9/2018,6/9/2018 5:38,6/9/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.87,creelHours,96,,,fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_0956_CR_fishscapesCreel.Instantaneous.20180910,9:56,36,AR_WholeShoreline_20180609_0956_CR_fishscapesCreel.Instantaneous.20180910,AR_WholeShoreline_20180609_0956_CR_fishscapesCreel.Instantaneous.20180910_2,2,gas_motor,2,1,rover,Known to be on lake.,CMI,
AR_WholeShoreline,AR,WholeShoreline,45.9063386,-89.6902355,,,AR_WholeShoreline,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,160,6/9/2018,6/9/2018,6/9/2018 5:38,6/9/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.87,creelHours,97,,,fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1129_CR_fishscapesCreel.Instantaneous.20180910,11:29,36,AR_WholeShoreline_20180609_1129_CR_fishscapesCreel.Instantaneous.20180910,AR_WholeShoreline_20180609_1129_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,3,0,resident,,CMI,
AR_WholeShoreline,AR,WholeShoreline,45.9063386,-89.6902355,,,AR_WholeShoreline,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,160,6/9/2018,6/9/2018,6/9/2018 5:38,6/9/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.87,creelHours,98,,,fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1330_CR_fishscapesCreel.Instantaneous.20180910,,AR_WholeShoreline_20180609_1129_CR_fishscapesCreel.Instantaneous.20180910,11:29,36,AR_WholeShoreline_20180609_1129_CR_fishscapesCreel.Instantaneous.20180910,AR_WholeShoreline_20180609_1129_CR_fishscapesCreel.Instantaneous.20180910_2,2,paddleboard,1,0,resident,,CMI,
HT_WholeShoreline,HT,WholeShoreline,46.003537,-89.3220986,,,HT_WholeShoreline,HT_WholeShoreline_20180610_1330_CR_fishscapesCreel.Instantaneous.20180910,161,6/10/2018,6/10/2018,6/10/2018 5:32,6/10/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.97,creelHours,99,,,fishscapesCreel.Instantaneous.20180910,,HT_WholeShoreline_20180610_1330_CR_fishscapesCreel.Instantaneous.20180910,,HT_WholeShoreline_20180610_0712_CR_fishscapesCreel.Instantaneous.20180910,7:12,36,HT_WholeShoreline_20180610_0712_CR_fishscapesCreel.Instantaneous.20180910,HT_WholeShoreline_20180610_0712_CR_fishscapesCreel.Instantaneous.20180910_1,1,none,,,,,CMI,
HT_WholeShoreline,HT,WholeShoreline,46.003537,-89.3220986,,,HT_WholeShoreline,HT_WholeShoreline_20180610_1330_CR_fishscapesCreel.Instantaneous.20180910,161,6/10/2018,6/10/2018,6/10/2018 5:32,6/10/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.97,creelHours,100,,,fishscapesCreel.Instantaneous.20180910,,HT_WholeShoreline_20180610_1330_CR_fishscapesCreel.Instantaneous.20180910,,HT_WholeShoreline_20180610_1027_CR_fishscapesCreel.Instantaneous.20180910,10:27,36,HT_WholeShoreline_20180610_1027_CR_fishscapesCreel.Instantaneous.20180910,HT_WholeShoreline_20180610_1027_CR_fishscapesCreel.Instantaneous.20180910_1,1,gas_motor,2,1,resident,Red pontoon.,CMI,
HT_WholeShoreline,HT,WholeShoreline,46.003537,-89.3220986,,,HT_WholeShoreline,HT_WholeShoreline_20180610_1330_CR_fishscapesCreel.Instantaneous.20180910,161,6/10/2018,6/10/2018,6/10/2018 5:32,6/10/2018 13:30,"CMI, AT",CR,fishScapes_2018_creel,7.97,creelHours,101,,,fishscapesCreel.Instantaneous.20180910,,HT_WholeShoreline_20180610_1330_CR_fishscapesCreel.Instantaneous.20180910,,HT_WholeShoreline_20180610_1027_CR_fishscapesCreel.Instantaneous.20180910,10:27,36,HT_WholeShoreline_20180610_1027_CR_fishscapesCreel.Instantaneous.20180910,HT_WholeShoreline_20180610_1027_CR_fishscapesCreel.Instantaneous.20180910_2,2,gas_motor,2,,resident,Pontoon.  Could not approach due to engine failure.,CMI,
